product_name,quantity,unit_price,manufacturer,expiration_date,category,weight,color,material,production_date,total_value,production_year
Soup V8 Roasted Red Pepper,578,55.12,InnoZ,2022-08-10,electronics,1.7,Blue,metal,2023-01-23,31859.359999999997,2023
Radish,397,32.65,Twitternation,2022-12-08,clothing,2.1,Purple,plastic,2023-12-11,12962.05,2023
Pepper - Red Chili,244,20.34,Browsebug,2022-12-08,food,5.6,Teal,metal,2023-01-14,4962.96,2023
Shopper Bag - S - 4,886,70.49,Flipbug,2022-12-08,electronics,0.9,Crimson,plastic,2023-06-14,62454.13999999999,2023
Quiche Assorted,961,46.36,Kimia,2022-12-08,food,3.6,Aquamarine,metal,2022-05-20,44551.96,2022
Wonton Wrappers,381,50.7,Ooba,2022-12-08,clothing,4.99875,Red,plastic,2022-11-16,19316.7,2022
Ham - Cooked Bayonne Tinned,460,74.62,Realcube,2022-04-19,electronics,4.7,Turquoise,plastic,2022-01-14,34325.200000000004,2022
Compound - Raspberry,596,72.2,Edgeblab,2022-12-08,food,2.0,Goldenrod,plastic,2022-08-01,43031.200000000004,2022
Wine - Sauvignon Blanc Oyster,930,24.4,Ooba,2022-12-08,food,7.0,Turquoise,metal,2023-01-19,22692.0,2023
Oil - Cooking Spray,894,75.34,Ailane,2022-12-08,clothing,8.9,Teal,metal,2023-06-26,67353.96,2023
Soup - Campbells Asian Noodle,143,6.99,Rhyzio,2023-06-10,clothing,9.5,Orange,wood,2022-08-24,999.57,2022
Longos - Chicken Curried,473,62.28,Plambee,2022-12-08,food,6.2,Blue,metal,2023-09-26,29458.440000000002,2023
Cookie - Oatmeal,392,16.25,Leenti,2022-12-08,clothing,1.2,Khaki,plastic,2023-03-26,6370.0,2023
Sobe - Tropical Energy,390,99.3,Flashset,2022-05-14,clothing,2.6,Red,plastic,2023-12-30,38727.0,2023
Olives - Morracan Dired,294,91.31,Zoozzy,2022-12-08,electronics,8.8,Goldenrod,metal,2023-10-31,26845.14,2023
Spice - Peppercorn Melange,355,7.62,Thoughtmix,2022-12-08,clothing,1.8,Maroon,wood,2022-01-07,2705.1,2022
Garam Masala Powder,588,51.09,Feedspan,2022-12-08,food,7.8,Goldenrod,metal,2022-08-27,30040.920000000002,2022
"Pepper - Julienne, Frozen",395,59.8,Vidoo,2022-12-08,clothing,4.99875,Purple,wood,2023-12-18,23621.0,2023
"Soup - Beef Conomme, Dry",281,31.88,Innojam,2023-12-03,clothing,4.99875,Crimson,plastic,2023-12-10,8958.279999999999,2023
"Fish - Atlantic Salmon, Cold",743,74.04,Reallinks,2022-12-08,electronics,4.969776119402986,Mauv,metal,2023-08-23,55011.72,2023
Salmon - Fillets,728,46.15,Layo,2022-12-08,electronics,4.969776119402986,Violet,wood,2023-06-24,33597.2,2023
Soup Campbells Split Pea And Ham,656,16.31,Shuffletag,2022-12-08,food,6.0,Crimson,wood,2023-04-15,10699.359999999999,2023
Coffee - Decafenated,739,72.59,Nlounge,2022-07-14,food,6.7,Violet,wood,2022-02-18,53644.01,2022
"Pepper - Green, Chili",697,59.2,Meemm,2022-12-08,food,5.6,Turquoise,plastic,2022-11-30,41262.4,2022
Cake - Pancake,646,13.91,Wordware,2022-12-08,food,2.2,Purple,plastic,2022-08-15,8985.86,2022
"Mushroom - Trumpet, Dry",838,90.93,Linkbridge,2022-01-17,electronics,9.2,Violet,wood,2022-01-19,76199.34000000001,2022
Sardines,406,50.28,Ozu,2022-12-08,electronics,4.969776119402986,Khaki,plastic,2023-12-17,20413.68,2023
Crackers - Water,240,22.08,Bluejam,2022-12-08,food,10.0,Khaki,metal,2022-09-04,5299.2,2022
Tea - Herbal - 6 Asst,380,24.95,Feedfish,2022-12-08,electronics,7.8,Fuscia,wood,2023-08-18,9481.0,2023
Chef Hat 20cm,568,76.79,Babbleblab,2022-05-13,electronics,6.4,Turquoise,metal,2022-03-23,43616.72,2022
Chocolate Liqueur - Godet White,72,31.02,Skyndu,2022-03-22,clothing,4.99875,Yellow,plastic,2022-05-08,2233.44,2022
Ecolab - Lime - A - Way 4/4 L,690,40.88,Minyx,2022-12-08,clothing,4.7,Teal,wood,2023-04-23,28207.2,2023
Pear - Asian,85,86.23,Dynava,2022-12-08,clothing,9.2,Turquoise,plastic,2023-05-05,7329.55,2023
"Carrots - Mini, Stem On",86,25.27,Dazzlesphere,2022-12-08,clothing,5.2,Khaki,metal,2022-11-01,2173.22,2022
"Iced Tea - Lemon, 460 Ml",420,64.54,Plajo,2022-12-08,electronics,4.969776119402986,Mauv,wood,2022-03-06,27106.800000000003,2022
Compound - Orange,74,91.84,Brainlounge,2022-12-08,food,8.3,Aquamarine,metal,2022-07-27,6796.16,2022
Ham - Cooked,727,55.75,Yozio,2022-12-08,clothing,4.5,Goldenrod,plastic,2023-12-25,40530.25,2023
Wood Chips - Regular,593,72.15,Mycat,2022-12-08,food,7.2,Yellow,plastic,2023-11-01,42784.950000000004,2023
Sword Pick Asst,350,22.16,Meetz,2022-12-08,clothing,4.99875,Goldenrod,metal,2023-05-19,7756.0,2023
Tomatoes Tear Drop,618,41.23,Skinder,2022-12-08,clothing,7.6,Indigo,wood,2022-06-20,25480.14,2022
Beets - Golden,768,84.29,Camimbo,2022-12-08,clothing,0.4,Turquoise,wood,2022-08-19,64734.72,2022
Crackers Cheez It,901,18.35,Brainbox,2022-12-08,clothing,8.0,Fuscia,wood,2023-02-02,16533.350000000002,2023
Bread - Crusty Italian Poly,716,98.46,Livefish,2022-12-08,clothing,4.1,Puce,plastic,2022-01-17,70497.36,2022
Cranberries - Fresh,454,59.11,Dynazzy,2022-12-08,electronics,4.969776119402986,Mauv,wood,2023-12-16,26835.94,2023
Dc - Frozen Momji,353,83.95,Divanoodle,2022-12-08,food,5.088278388278388,Goldenrod,wood,2022-02-14,29634.350000000002,2022
Bar Nature Valley,450,91.21,Mydeo,2022-12-08,electronics,1.3,Violet,metal,2023-03-20,41044.5,2023
Tea - Orange Pekoe,862,86.79,Rooxo,2022-12-08,electronics,4.4,Khaki,metal,2023-11-22,74812.98000000001,2023
Tea - Jasmin Green,208,42.1,Linklinks,2022-12-08,food,1.9,Mauv,metal,2022-06-06,8756.800000000001,2022
Bread - Olive Dinner Roll,567,48.02,Devbug,2022-12-08,clothing,1.6,Pink,plastic,2023-01-26,27227.34,2023
Devonshire Cream,854,81.53,Topdrive,2022-12-08,food,2.8,Goldenrod,metal,2022-09-14,69626.62,2022
Pepper - Chilli Seeds Mild,644,2.96,Mymm,2022-12-08,clothing,0.5,Blue,plastic,2023-03-07,1906.24,2023
"Lobster - Baby, Boiled",85,84.67,Chatterbridge,2022-12-02,clothing,7.7,Red,metal,2022-04-20,7196.95,2022
Tuna - Salad Premix,677,2.24,Fivebridge,2022-12-08,food,9.8,Maroon,metal,2023-06-11,1516.4800000000002,2023
Mustard Prepared,765,1.07,Oyonder,2022-12-08,clothing,9.0,Red,plastic,2022-12-22,818.5500000000001,2022
Wine - Alicanca Vinho Verde,326,37.24,InnoZ,2022-12-08,electronics,3.4,Aquamarine,metal,2023-04-07,12140.24,2023
Bread - Hot Dog Buns,963,56.88,Zoomzone,2023-02-08,electronics,7.4,Aquamarine,wood,2023-09-09,54775.44,2023
Mustard Prepared,473,28.86,Kare,2022-12-08,clothing,9.8,Maroon,wood,2023-08-02,13650.779999999999,2023
"Ice - Clear, 300 Lb For Carving",405,13.57,Layo,2022-12-08,food,7.8,Red,wood,2023-11-16,5495.85,2023
Bread - Raisin,948,0.6,Aimbu,2022-12-08,food,7.8,Pink,metal,2023-10-04,568.8,2023
Garbage Bags - Black,229,54.69,Ooba,2022-12-08,electronics,6.9,Purple,plastic,2022-02-23,12524.01,2022
Lemonade - Pineapple Passion,55,66.37,InnoZ,2022-12-08,electronics,2.1,Purple,plastic,2022-03-31,3650.3500000000004,2022
Cheese - Parmesan Cubes,389,15.48,Photospace,2022-12-08,clothing,4.5,Aquamarine,wood,2022-04-24,6021.72,2022
Glycerine,982,91.92,Shuffledrive,2022-12-08,electronics,4.4,Turquoise,plastic,2023-03-01,90265.44,2023
"Lid - High Heat, Super Clear",254,84.03,Jabbersphere,2022-12-08,clothing,7.7,Puce,plastic,2023-06-18,21343.62,2023
Kirsch - Schloss,697,66.19,Oyondu,2022-12-08,clothing,5.3,Purple,wood,2023-02-14,46134.43,2023
Laundry - Bag Cloth,366,16.17,Riffpedia,2022-12-08,clothing,1.6,Teal,metal,2022-09-02,5918.22,2022
Mushroom - Chanterelle Frozen,263,51.52,Abata,2022-12-08,electronics,4.969776119402986,Fuscia,plastic,2023-12-02,13549.76,2023
"Doilies - 12, Paper",801,23.97,Twitterbeat,2022-12-08,clothing,4.99875,Purple,plastic,2022-01-19,19199.969999999998,2022
"Pasta - Lasagne, Fresh",328,82.64,Twimbo,2022-12-08,electronics,2.1,Maroon,plastic,2023-05-19,27105.920000000002,2023
Oil - Pumpkinseed,843,45.72,Gigazoom,2022-01-03,electronics,9.1,Maroon,metal,2023-01-04,38541.96,2023
Bread - Italian Roll With Herbs,470,42.11,Tavu,2022-12-08,food,4.6,Blue,plastic,2023-09-29,19791.7,2023
Cheese - Gorgonzola,163,81.41,Skimia,2022-08-26,clothing,6.5,Indigo,metal,2022-11-12,13269.83,2022
Lamb Leg - Bone - In Nz,751,62.09,Plambee,2023-06-20,clothing,1.5,Indigo,wood,2022-06-03,46629.590000000004,2022
Cucumber - Pickling Ontario,267,27.85,Quatz,2022-12-08,food,6.2,Crimson,wood,2023-10-14,7435.950000000001,2023
Island Oasis - Banana Daiquiri,629,7.83,Feedmix,2022-12-08,food,7.8,Red,plastic,2022-02-04,4925.07,2022
Asparagus - Mexican,28,86.32,Yakitri,2022-12-08,food,7.5,Pink,wood,2022-01-19,2416.96,2022
Bread - Onion Focaccia,708,28.5,Edgepulse,2022-12-08,clothing,4.99875,Indigo,wood,2022-12-27,20178.0,2022
"Oil - Truffle, Black",357,70.33,Pixonyx,2022-12-08,food,9.3,Orange,plastic,2023-02-26,25107.809999999998,2023
"Mushroom - Enoki, Dry",661,46.96,Brainlounge,2022-12-08,electronics,3.5,Fuscia,metal,2023-07-27,31040.56,2023
Cornflakes,264,7.01,Meevee,2022-12-08,clothing,8.3,Green,wood,2023-02-17,1850.6399999999999,2023
"Oregano - Dry, Rubbed",600,57.61,Npath,2022-12-08,electronics,2.6,Teal,wood,2022-03-25,34566.0,2022
Salmon - Canned,73,38.33,Flipbug,2022-12-08,electronics,3.1,Fuscia,metal,2023-02-18,2798.0899999999997,2023
"Chocolate - Pistoles, Lactee, Milk",707,86.85,Nlounge,2022-12-08,clothing,9.4,Turquoise,metal,2023-11-30,61402.95,2023
Pepper - Red Thai,403,84.05,Rhynoodle,2022-07-30,food,5.088278388278388,Pink,metal,2022-02-09,33872.15,2022
Cheese Cloth,66,71.82,Realblab,2022-12-08,clothing,1.7,Orange,plastic,2022-07-04,4740.12,2022
Tea Peppermint,79,6.83,Gabtype,2022-12-08,food,1.9,Mauv,metal,2022-02-10,539.57,2022
Chicken - White Meat With Tender,645,72.41,Brightbean,2022-12-08,food,3.1,Mauv,wood,2022-01-15,46704.45,2022
Mushroom - King Eryingii,20,84.55,Yamia,2022-12-08,food,7.2,Blue,metal,2022-02-27,1691.0,2022
"Cheese - Boursin, Garlic / Herbs",74,73.01,Meetz,2022-12-08,electronics,6.8,Khaki,wood,2023-05-20,5402.740000000001,2023
Soup - Chicken And Wild Rice,251,94.58,Centidel,2022-12-08,electronics,5.2,Aquamarine,plastic,2023-11-02,23739.579999999998,2023
Beans - Fine,87,12.27,Flipopia,2023-12-30,clothing,4.7,Teal,plastic,2023-03-01,1067.49,2023
Beans - Yellow,210,25.16,Brainbox,2022-12-08,clothing,4.99875,Aquamarine,wood,2023-01-23,5283.6,2023
Shichimi Togarashi Peppeers,846,3.53,Gabcube,2022-12-08,food,2.3,Blue,metal,2023-05-12,2986.3799999999997,2023
"Nut - Pistachio, Shelled",166,32.64,Twinte,2022-12-08,electronics,0.8,Turquoise,metal,2023-01-02,5418.24,2023
Cheese - Roquefort Pappillon,999,22.88,Trudeo,2022-12-08,clothing,5.6,Teal,wood,2023-01-01,22857.12,2023
Carbonated Water - Orange,570,24.98,Gabcube,2022-12-08,food,9.7,Crimson,plastic,2022-01-18,14238.6,2022
Lettuce - Spring Mix,263,23.2,Zava,2022-12-08,clothing,6.2,Puce,wood,2022-12-06,6101.599999999999,2022
Yoghurt Tubes,990,54.36,Jazzy,2022-12-08,food,4.0,Turquoise,wood,2022-03-26,53816.4,2022
Graham Cracker Mix,844,45.1,Realcube,2022-05-31,electronics,5.6,Yellow,wood,2022-10-30,38064.4,2022
Bread - Burger,198,35.31,Fliptune,2022-06-06,electronics,6.2,Mauv,wood,2022-01-03,6991.38,2022
Wine La Vielle Ferme Cote Du,746,36.2,Browsezoom,2022-12-08,electronics,9.3,Pink,metal,2023-12-16,27005.2,2023
Juice - V8 Splash,497,32.2,Meeveo,2022-12-08,clothing,8.2,Indigo,metal,2022-02-12,16003.400000000001,2022
Garbage Bags - Black,563,63.78,Zava,2022-06-20,electronics,6.8,Goldenrod,plastic,2023-11-04,35908.14,2023
Water - Aquafina Vitamin,96,47.55,Pixonyx,2022-12-08,food,5.088278388278388,Puce,plastic,2023-04-15,4564.799999999999,2023
"Rum - Coconut, Malibu",238,77.94,Eire,2022-12-08,electronics,4.969776119402986,Khaki,plastic,2022-03-31,18549.72,2022
"Appetizer - Mini Egg Roll, Shrimp",116,71.75,Tagfeed,2022-12-08,food,5.9,Purple,plastic,2022-09-19,8323.0,2022
Chips Potato All Dressed - 43g,538,94.26,Centimia,2022-12-08,electronics,8.7,Fuscia,plastic,2022-07-23,50711.880000000005,2022
Cheese - La Sauvagine,858,79.05,Devbug,2022-12-08,clothing,4.1,Red,plastic,2023-04-12,67824.9,2023
Raisin - Dark,993,83.69,Dablist,2022-12-08,clothing,7.2,Yellow,metal,2022-04-16,83104.17,2022
Bagel - 12 Grain Preslice,597,67.07,Mydo,2022-12-08,food,8.7,Khaki,wood,2023-02-04,40040.78999999999,2023
"Rosemary - Primerba, Paste",121,68.67,Fatz,2022-12-08,clothing,9.5,Pink,wood,2023-05-16,8309.07,2023
Container - Clear 16 Oz,742,68.97,Dabvine,2022-12-08,food,9.1,Turquoise,wood,2023-06-03,51175.74,2023
French Pastry - Mini Chocolate,747,80.36,Meemm,2022-12-08,clothing,5.2,Fuscia,plastic,2022-05-20,60028.92,2022
Garbag Bags - Black,775,49.05,Skippad,2022-12-08,electronics,7.2,Red,wood,2023-05-10,38013.75,2023
Juice - Apple 284ml,170,47.82,Thoughtmix,2022-12-08,clothing,4.99875,Turquoise,plastic,2023-02-22,8129.4,2023
Lemon Pepper,142,25.69,Youtags,2022-12-08,food,5.8,Green,plastic,2022-07-15,3647.98,2022
Wine - Prosecco Valdobienne,745,85.76,Flashpoint,2022-12-08,electronics,6.1,Blue,wood,2022-09-18,63891.200000000004,2022
"Turnip - White, Organic",621,79.32,Photobean,2022-07-04,food,1.0,Crimson,wood,2023-12-07,49257.719999999994,2023
French Kiss Vanilla,240,3.06,Avaveo,2022-12-08,food,5.088278388278388,Purple,metal,2023-02-21,734.4,2023
Wine - Casillero Deldiablo,732,5.98,Divanoodle,2022-12-08,clothing,4.99875,Blue,plastic,2022-04-29,4377.360000000001,2022
Curry Paste - Green Masala,666,97.56,Browsedrive,2022-12-08,clothing,7.9,Khaki,wood,2023-09-06,64974.96,2023
Bread - Dark Rye,226,83.87,Twinte,2022-02-15,food,3.3,Puce,metal,2022-12-26,18954.620000000003,2022
Beets,857,76.23,Zoomdog,2022-12-13,food,9.9,Indigo,metal,2023-04-01,65329.11,2023
"Pepper - Paprika, Spanish",456,63.85,Eazzy,2022-12-08,food,5.088278388278388,Pink,metal,2023-03-28,29115.600000000002,2023
"Wine - White, Mosel Gold",719,15.28,Thoughtstorm,2022-05-25,food,2.2,Puce,plastic,2023-07-29,10986.32,2023
Flavouring - Rum,264,90.56,Avaveo,2022-12-08,electronics,7.2,Violet,plastic,2022-06-10,23907.84,2022
Sambuca - Opal Nera,768,82.86,Skinte,2022-12-08,food,4.0,Pink,metal,2023-09-09,63636.479999999996,2023
Lotus Root,912,22.6,Trudoo,2022-12-08,clothing,6.3,Puce,wood,2022-12-10,20611.2,2022
Wine - Spumante Bambino White,514,94.75,Trudeo,2022-12-08,food,5.088278388278388,Orange,metal,2023-07-20,48701.5,2023
Bread - Olive Dinner Roll,48,71.13,Jabbertype,2022-12-08,clothing,4.99875,Fuscia,wood,2023-10-12,3414.24,2023
Oil - Cooking Spray,168,13.76,Yamia,2022-12-08,food,5.088278388278388,Khaki,plastic,2023-03-11,2311.68,2023
Mints - Striped Red,198,85.4,Omba,2022-12-08,electronics,2.3,Yellow,metal,2022-07-11,16909.2,2022
Potatoes - Mini White 3 Oz,911,65.28,Wordify,2022-12-08,clothing,4.99875,Red,wood,2023-04-15,59470.08,2023
Muffin - Mix - Bran And Maple 15l,420,60.2,Zooxo,2022-12-08,food,5.6,Fuscia,wood,2022-08-30,25284.0,2022
Pasta - Canelloni,962,44.08,Shuffledrive,2022-12-08,food,8.3,Fuscia,plastic,2022-08-31,42404.96,2022
"Coconut - Creamed, Pure",484,99.25,Voomm,2022-12-08,electronics,6.2,Red,wood,2022-03-25,48037.0,2022
Stainless Steel Cleaner Vision,663,39.02,Bubblebox,2022-12-08,food,5.088278388278388,Puce,wood,2022-07-25,25870.260000000002,2022
"Brandy - Orange, Mc Guiness",183,82.43,Vimbo,2022-12-08,clothing,5.5,Pink,metal,2022-05-14,15084.69,2022
Wine - Conde De Valdemar,396,27.19,Realbridge,2022-12-08,clothing,2.4,Orange,metal,2023-11-10,10767.24,2023
Crab - Meat,369,81.18,Wordify,2022-12-08,electronics,1.4,Puce,wood,2023-09-24,29955.420000000002,2023
Tart - Raisin And Pecan,552,64.43,DabZ,2022-12-08,food,5.088278388278388,Khaki,metal,2023-08-08,35565.36,2023
"Doilies - 8, Paper",498,36.49,Realmix,2022-12-08,food,8.8,Pink,wood,2023-05-30,18172.02,2023
"Turkey - Whole, Fresh",652,46.79,Abata,2022-05-11,food,2.0,Mauv,metal,2023-10-27,30507.079999999998,2023
Towel Multifold,871,32.25,Miboo,2022-12-08,food,3.9,Turquoise,plastic,2022-11-20,28089.75,2022
"Chestnuts - Whole,canned",817,18.3,Flashset,2022-07-19,food,8.1,Orange,wood,2023-05-25,14951.1,2023
Amaretto,738,72.53,Voolith,2022-12-08,food,9.0,Blue,metal,2023-11-27,53527.14,2023
Beef Wellington,902,95.39,Edgepulse,2022-12-08,clothing,8.8,Orange,metal,2023-05-15,86041.78,2023
Trueblue - Blueberry Cranberry,413,99.07,Photobug,2022-12-08,food,8.0,Teal,metal,2023-07-28,40915.909999999996,2023
Turnip - White,680,81.41,Browsetype,2022-12-08,food,7.1,Violet,plastic,2023-12-09,55358.799999999996,2023
Apricots - Halves,723,43.16,Gigabox,2023-02-25,electronics,8.1,Crimson,plastic,2022-06-07,31204.679999999997,2022
Coriander - Seed,612,89.1,DabZ,2022-12-08,electronics,6.8,Indigo,metal,2022-05-01,54529.2,2022
Mushroom - Morel Frozen,640,75.5,Skinix,2022-06-25,food,6.0,Turquoise,metal,2022-09-30,48320.0,2022
Burger Veggie,927,78.34,Gabtype,2022-12-08,electronics,4.7,Goldenrod,plastic,2023-05-08,72621.18000000001,2023
Mahi Mahi,146,7.49,Pixonyx,2022-12-08,clothing,6.8,Teal,plastic,2023-06-09,1093.54,2023
"Vermouth - White, Cinzano",230,80.15,Photojam,2022-12-28,electronics,7.7,Khaki,plastic,2023-10-04,18434.5,2023
Glove - Cutting,359,31.18,Blognation,2022-12-08,clothing,4.99875,Indigo,wood,2023-02-01,11193.62,2023
Vanilla Beans,20,33.95,Gabvine,2022-03-08,food,6.8,Indigo,metal,2022-07-13,679.0,2022
Veal - Slab Bacon,463,5.42,Yodo,2022-12-08,clothing,2.5,Blue,metal,2022-12-03,2509.46,2022
Beans - Wax,460,10.17,Skinte,2022-12-08,food,6.7,Puce,plastic,2023-08-11,4678.2,2023
Yokaline,663,22.02,Twitterbeat,2022-12-08,food,3.7,Teal,wood,2022-09-19,14599.26,2022
Compound - Raspberry,316,48.01,Voomm,2023-12-24,clothing,4.99875,Puce,wood,2023-12-12,15171.16,2023
Cup - Translucent 7 Oz Clear,297,70.19,Skiba,2023-05-23,electronics,4.2,Turquoise,plastic,2023-02-15,20846.43,2023
V8 - Berry Blend,482,94.17,Skipstorm,2022-12-08,food,6.6,Crimson,plastic,2023-07-18,45389.94,2023
Flour - Cake,416,32.66,Jaxnation,2022-12-08,food,1.4,Red,metal,2022-12-24,13586.559999999998,2022
Fudge - Chocolate Fudge,790,88.36,Aimbu,2022-12-08,food,4.0,Red,plastic,2022-12-07,69804.4,2022
Cinnamon Rolls,675,93.19,Camido,2022-09-14,food,5.3,Puce,plastic,2022-10-26,62903.25,2022
"Extract - Vanilla,artificial",319,11.5,Lazzy,2022-12-08,clothing,3.5,Green,plastic,2022-10-06,3668.5,2022
Pimento - Canned,382,85.02,Izio,2022-12-08,electronics,5.9,Puce,plastic,2023-04-27,32477.64,2023
Veal - Kidney,249,26.14,Jabbersphere,2022-12-08,food,5.2,Teal,metal,2022-03-16,6508.860000000001,2022
Mace Ground,340,72.57,Skiptube,2023-05-07,food,2.8,Purple,wood,2022-07-29,24673.8,2022
"Wine - Niagara,vqa Reisling",39,11.18,Rhynoodle,2022-12-08,electronics,4.969776119402986,Green,metal,2022-10-09,436.02,2022
Sherbet - Raspberry,11,55.83,Eamia,2023-06-14,food,5.5,Goldenrod,wood,2022-08-15,614.13,2022
Wiberg Cure,347,19.02,Jazzy,2022-12-08,food,8.6,Fuscia,plastic,2022-01-27,6599.94,2022
Veal - Heart,872,95.99,Zoomdog,2022-12-08,food,7.9,Teal,metal,2023-08-03,83703.28,2023
"Wine - Red, Black Opal Shiraz",462,90.0,Jamia,2022-12-08,food,4.5,Aquamarine,plastic,2023-08-22,41580.0,2023
Bread Sour Rolls,699,12.1,Cogilith,2022-12-08,food,6.7,Puce,plastic,2022-05-03,8457.9,2022
Hagen Daza - Dk Choocolate,745,85.13,Voonix,2022-12-08,food,4.1,Khaki,metal,2022-01-12,63421.85,2022
Cookie Dough - Peanut Butter,474,95.43,Zoovu,2022-12-08,electronics,8.0,Violet,metal,2023-11-09,45233.82,2023
Banana,821,30.82,Pixope,2022-12-08,electronics,2.9,Turquoise,wood,2022-08-16,25303.22,2022
"Asparagus - Green, Fresh",292,43.46,Youspan,2022-12-08,food,9.8,Crimson,wood,2023-12-22,12690.32,2023
Tomatoes - Yellow Hot House,626,11.45,Roomm,2022-12-08,electronics,1.4,Mauv,plastic,2023-08-22,7167.7,2023
Snapple Lemon Tea,835,54.31,Voomm,2023-09-25,clothing,7.2,Green,plastic,2023-01-08,45348.85,2023
Yeast Dry - Fermipan,997,59.84,Jabberstorm,2022-11-19,clothing,4.99875,Maroon,wood,2023-06-28,59660.48,2023
Passion Fruit,599,62.05,Devshare,2023-10-31,clothing,3.1,Orange,metal,2023-12-26,37167.95,2023
Wine - Marlbourough Sauv Blanc,253,29.46,Snaptags,2022-12-08,food,1.6,Red,plastic,2022-12-03,7453.38,2022
Yeast Dry - Fleischman,735,96.36,Twinder,2022-12-08,food,5.088278388278388,Red,wood,2023-06-15,70824.6,2023
Sweet Pea Sprouts,74,93.73,Lazz,2022-12-08,food,8.4,Fuscia,wood,2023-12-07,6936.02,2023
Soupcontfoam16oz 116con,842,87.85,Feednation,2022-12-08,clothing,6.4,Aquamarine,metal,2023-07-09,73969.7,2023
Huck Towels White,275,7.69,Gabspot,2022-12-08,electronics,6.2,Teal,wood,2022-10-09,2114.75,2022
Cheese - Brie Roitelet,896,30.23,Gigazoom,2022-12-08,clothing,4.99875,Red,metal,2022-08-14,27086.08,2022
Lamb Tenderloin Nz Fr,449,47.75,Jabbersphere,2023-03-08,food,5.088278388278388,Indigo,plastic,2023-07-16,21439.75,2023
Bamboo Shoots - Sliced,193,70.02,Meemm,2022-12-08,food,7.5,Green,plastic,2022-08-27,13513.859999999999,2022
Crackers Cheez It,659,51.33,Trilith,2022-12-08,clothing,0.2,Maroon,metal,2023-11-14,33826.47,2023
Asparagus - Mexican,566,81.42,Geba,2022-12-08,clothing,8.2,Aquamarine,wood,2022-01-09,46083.72,2022
Pea - Snow,610,0.59,Youopia,2022-12-08,food,2.8,Puce,wood,2023-06-05,359.9,2023
Skewers - Bamboo,632,1.79,DabZ,2023-03-31,electronics,7.7,Indigo,metal,2022-10-13,1131.28,2022
Wine - Manischewitz Concord,500,57.8,Demimbu,2022-12-08,electronics,4.969776119402986,Aquamarine,plastic,2022-01-12,28900.0,2022
Cherries - Frozen,963,30.05,Yadel,2022-12-08,food,8.6,Pink,wood,2023-04-03,28938.15,2023
"Water - Spring Water, 355 Ml",798,39.49,Ooba,2022-12-08,food,5.088278388278388,Yellow,plastic,2022-06-13,31513.02,2022
Beer - Creemore,429,93.11,Skipfire,2023-01-16,electronics,4.969776119402986,Crimson,metal,2022-07-27,39944.19,2022
Cape Capensis - Fillet,804,66.21,Katz,2022-12-08,electronics,3.2,Orange,metal,2022-04-28,53232.84,2022
Star Fruit,836,42.28,Oyoyo,2022-12-08,food,5.6,Teal,metal,2022-06-02,35346.08,2022
"Crab - Claws, 26 - 30",602,97.71,Buzzdog,2022-12-08,food,8.5,Crimson,wood,2023-10-09,58821.42,2023
Fib N9 - Prague Powder,962,16.63,Izio,2022-12-08,clothing,2.1,Green,metal,2022-08-21,15998.06,2022
Blue Curacao - Marie Brizard,791,45.06,Plajo,2022-12-08,food,8.9,Maroon,wood,2022-08-08,35642.46,2022
"Asparagus - White, Canned",378,42.26,Gevee,2023-01-20,electronics,4.969776119402986,Indigo,wood,2023-08-15,15974.279999999999,2023
Wine - Cousino Macul Antiguas,464,10.03,Meeveo,2022-12-08,clothing,4.99875,Aquamarine,wood,2022-12-08,4653.92,2022
Curry Powder Madras,168,10.79,Yodo,2022-12-08,electronics,3.5,Khaki,wood,2023-03-10,1812.7199999999998,2023
Browning Caramel Glace,659,30.57,Quamba,2023-06-29,electronics,9.8,Teal,plastic,2023-02-13,20145.63,2023
Wine - Touraine Azay - Le - Rideau,294,16.53,Flashpoint,2022-12-08,food,3.2,Turquoise,wood,2023-01-01,4859.820000000001,2023
"Wine - Red, Lurton Merlot De",925,67.43,Eayo,2022-11-03,electronics,4.969776119402986,Purple,metal,2023-05-10,62372.75000000001,2023
Mince Meat - Filling,346,98.93,Zoovu,2022-12-08,clothing,4.99875,Aquamarine,metal,2023-05-27,34229.78,2023
Sponge Cake Mix - Chocolate,930,64.51,Flashdog,2022-12-08,electronics,7.5,Red,wood,2022-05-24,59994.3,2022
Cheese - Cambozola,482,80.63,Zava,2022-12-08,food,5.088278388278388,Orange,wood,2023-04-06,38863.659999999996,2023
Soup - French Onion,807,12.42,Oyonder,2022-12-08,food,1.8,Yellow,wood,2022-09-09,10022.94,2022
Wine - Magnotta - Cab Sauv,980,18.48,Divanoodle,2022-12-08,electronics,5.6,Maroon,wood,2022-12-04,18110.4,2022
Grapes - Green,557,56.71,Feedfire,2022-12-08,clothing,3.3,Green,metal,2022-09-18,31587.47,2022
Flower - Dish Garden,845,87.17,Wordpedia,2022-12-08,clothing,8.7,Yellow,plastic,2022-11-19,73658.65,2022
Cups 10oz Trans,288,28.77,Rhybox,2022-12-08,clothing,1.9,Aquamarine,wood,2023-06-04,8285.76,2023
Squid - U 5,459,37.28,Npath,2022-12-08,food,9.5,Blue,plastic,2022-01-26,17111.52,2022
Chevril,2,22.31,Tagfeed,2022-01-12,clothing,4.99875,Fuscia,plastic,2022-12-11,44.62,2022
